age,workclass,finalweigth,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,final
21,77,331611,87,10,58,68,46,98,56,0,0,50,95,8
31,85,203463,17,13,62,91,65,98,34,0,0,40,95,8
45,77,151518,39,9,58,31,46,98,56,0,0,45,95,8
23,84,39844,39,9,62,93,65,98,56,0,0,50,95,8
32,77,299635,87,10,58,31,46,98,56,0,0,50,36,8
67,77,123393,2,7,58,93,46,98,56,0,0,40,95,8
32,77,209538,60,14,58,31,46,98,56,0,0,55,95,9
35,85,238802,39,9,58,32,46,98,56,0,0,50,95,8
29,77,499197,87,10,58,79,46,98,56,0,0,40,95,8
38,77,200220,39,9,58,23,46,98,56,0,0,40,95,8
38,77,114059,87,10,58,82,46,98,56,0,0,60,95,8
18,77,434430,39,9,62,79,65,98,56,0,0,30,95,8
47,77,185385,39,9,58,79,46,98,56,5013,0,24,95,8
22,77,225156,39,9,62,11,65,98,34,0,0,40,95,8
21,77,377931,87,10,58,31,46,98,56,0,2377,48,95,8
27,10,133359,17,13,59,10,65,98,56,0,0,50,10,8
28,77,226891,87,10,62,11,96,14,34,0,0,30,10,8
32,77,201988,78,15,58,82,46,98,56,4508,0,40,10,8
40,77,287008,78,15,58,79,46,98,56,15024,0,55,36,9
23,77,151910,17,13,62,55,70,98,34,0,1719,40,95,8
25,77,231714,87,10,58,55,46,98,56,0,0,40,95,8
44,84,178510,87,10,62,82,65,98,56,0,2258,60,95,8
43,77,178866,39,9,58,11,100,98,34,0,0,25,95,9
31,77,110643,17,13,58,31,46,98,56,0,1977,55,95,9
33,77,148261,87,10,58,23,46,98,56,0,0,40,95,8
41,77,217902,39,9,58,31,46,98,56,0,0,40,95,9
29,85,77207,60,14,58,23,46,98,56,0,0,30,95,8
32,10,377017,15,12,62,10,70,98,56,0,0,40,95,8
78,77,184759,6,4,58,41,46,98,56,1797,0,15,95,8
64,84,80333,39,9,58,31,46,98,56,0,0,40,95,9
58,77,265086,17,13,58,31,46,98,56,0,0,50,95,9
55,10,102058,3,8,99,10,65,98,56,0,0,30,95,8
20,77,333843,39,9,62,11,70,98,34,0,0,40,95,8
35,77,296478,87,10,58,82,46,98,56,0,0,40,95,8
27,54,116662,39,9,58,55,46,98,56,0,0,40,95,8
37,85,353298,39,9,58,82,46,98,56,99999,0,50,95,9
42,77,142424,16,11,62,11,65,98,34,0,0,40,95,8
47,54,200808,3,8,58,11,46,98,56,0,0,35,81,8
29,77,119052,39,9,62,41,65,18,34,0,0,40,95,8
33,77,168981,4,2,62,82,70,98,34,0,0,24,95,8
44,77,151780,87,10,99,31,65,18,34,0,0,40,95,8
70,77,237065,5,3,99,68,67,98,34,2346,0,40,10,8
25,77,509866,39,9,62,93,65,98,56,0,0,78,95,8
24,89,249385,17,13,62,11,67,98,34,0,0,10,95,8
42,89,109462,17,13,25,11,96,18,34,2977,0,40,95,8
53,77,250034,17,13,58,31,46,18,56,0,0,50,95,9
39,77,249720,17,13,25,31,96,18,34,0,0,60,95,8
72,85,258761,39,9,58,32,46,98,56,0,0,40,95,8
43,84,64048,7,5,62,82,70,98,34,0,0,44,74,8
25,89,153534,87,10,58,80,46,98,56,0,0,40,95,8
37,77,193815,15,12,58,79,46,98,56,0,0,45,95,9
27,77,255582,39,9,62,55,65,98,34,0,0,40,95,8
39,77,204527,26,16,58,79,46,98,56,0,0,50,95,9
64,85,159938,39,9,58,23,46,98,56,2635,0,24,50,8
29,85,229341,39,9,62,23,65,98,56,0,0,50,95,9
50,77,128143,17,13,58,31,46,98,56,0,0,50,95,9
33,77,175479,5,3,62,68,96,98,34,0,0,40,61,8
18,77,301814,39,9,62,82,65,98,34,0,0,20,95,8
20,77,238917,2,7,62,41,65,98,56,0,0,32,61,8
32,77,205581,87,10,86,91,96,98,34,0,0,50,95,8
45,77,340341,87,10,25,11,96,98,34,0,0,40,95,8
48,77,147860,39,9,58,41,100,18,34,0,0,40,95,8
20,10,121023,87,10,62,10,70,98,34,0,0,40,95,8
23,77,259496,39,9,62,55,70,98,34,0,0,40,95,8
34,33,190228,17,13,58,80,46,98,56,0,1902,48,95,9
43,77,180599,17,13,86,31,96,98,56,8614,0,40,95,9
44,77,116358,17,13,58,82,46,14,56,0,0,40,95,9
47,85,180446,87,10,58,91,46,18,56,0,0,40,95,9
47,77,264244,39,9,59,23,65,18,34,0,0,40,95,8
46,54,197988,4,2,62,68,65,12,34,0,0,20,95,8
19,77,206599,39,9,62,82,70,98,34,0,0,40,95,8
51,77,313146,39,9,58,11,46,98,56,0,0,40,95,8
41,84,99212,39,9,86,31,96,98,56,0,0,40,95,8
37,77,340599,2,7,86,68,96,18,34,0,0,40,95,8
31,77,62932,39,9,62,23,70,98,56,0,0,40,95,8
25,77,44861,39,9,62,68,65,98,56,0,0,40,95,8
46,77,53893,87,10,58,91,46,98,56,0,0,40,95,9
53,84,152810,39,9,58,23,46,98,56,5178,0,45,95,9
47,54,128401,26,16,62,79,96,98,34,0,0,40,95,8
28,77,336951,39,9,58,31,46,98,56,0,0,50,95,9
60,85,95445,87,10,58,93,46,98,56,3137,0,46,95,8
43,77,54611,39,9,58,55,46,98,56,0,0,40,95,8
45,85,315984,39,9,58,23,46,98,56,7688,0,50,95,9
28,77,210313,1,6,62,41,67,98,56,0,0,40,61,8
19,77,181020,2,7,62,41,67,98,56,0,0,30,95,8
51,85,120781,78,15,58,79,46,66,56,99999,0,70,47,9
19,77,256979,39,9,62,23,67,98,56,0,0,35,95,8
64,77,47298,26,16,58,79,46,98,56,0,0,60,95,9
44,77,125461,26,16,58,31,46,98,56,0,0,60,95,9
21,77,209955,39,9,62,23,65,98,56,0,0,48,95,8
33,77,182246,39,9,62,79,65,98,56,0,0,40,95,8
63,77,76860,17,13,58,80,46,14,56,0,0,40,72,9
44,10,91949,39,9,62,10,96,18,34,0,0,40,95,8
44,54,136986,60,14,58,79,46,98,56,15024,0,35,95,9
28,33,183445,39,9,62,31,96,98,34,0,0,70,81,8
24,77,130741,17,13,62,82,70,98,56,0,0,40,95,8
20,33,191878,87,10,62,11,70,18,34,0,0,20,95,8
21,10,233923,87,10,62,10,70,98,34,0,0,24,95,8
20,77,48121,39,9,62,41,70,98,56,0,0,40,95,8
21,77,304302,39,9,62,41,70,12,56,0,0,40,95,8
34,33,284703,87,10,58,55,46,18,56,0,0,52,95,8
17,77,401198,2,7,62,82,70,98,34,0,0,15,95,8
35,77,243357,2,7,86,68,96,18,34,0,0,40,95,8
26,77,32276,39,9,62,32,65,98,56,0,0,40,95,8
35,77,110538,39,9,25,32,65,98,56,0,0,70,95,8
25,77,257310,39,9,62,55,65,98,56,0,0,40,95,8
27,85,411950,87,10,58,68,46,98,56,0,0,40,95,8
52,54,392668,16,11,58,80,46,98,56,0,0,40,95,9
43,85,52498,17,13,62,79,96,98,34,0,0,50,95,8
36,77,223433,60,14,58,82,46,98,56,7688,0,50,95,9
37,77,87076,39,9,62,55,70,98,56,0,0,40,95,8
58,77,224854,39,9,62,11,65,98,34,0,0,40,95,8
25,77,193379,15,12,62,23,65,98,56,0,0,45,95,8
54,77,98436,60,14,58,68,46,98,56,0,0,40,95,8
42,10,116632,87,10,58,10,46,98,56,0,0,60,95,8
65,84,210381,17,13,58,31,46,98,56,99999,0,65,95,9
44,77,90688,39,9,62,55,65,14,34,0,0,45,53,8
61,77,229744,5,3,58,23,46,98,56,0,0,40,29,8
29,77,59732,39,9,58,23,46,12,56,0,0,40,95,8
34,77,192900,87,10,58,23,46,98,56,0,0,40,95,9
24,89,90046,87,10,62,68,65,98,34,0,0,40,20,8
40,77,272960,15,12,58,91,46,98,56,0,0,42,95,9
42,84,152071,78,15,58,79,46,98,56,0,0,60,24,9
50,77,301583,39,9,62,55,65,98,56,0,0,40,95,8
18,10,171964,39,9,62,10,70,98,34,0,1602,20,95,8
49,77,315984,39,9,58,55,46,98,56,0,0,40,95,8
38,77,241962,39,9,25,55,65,98,56,0,0,40,95,8
41,77,131591,39,9,58,11,46,18,56,0,0,45,95,8
70,84,207938,87,10,62,31,65,98,56,0,0,5,95,8
51,77,53197,87,10,58,23,46,98,56,0,0,40,95,9
24,77,121023,17,13,62,79,65,98,34,0,0,40,95,8
57,85,287229,39,9,58,23,46,98,56,0,0,48,95,9
22,77,163911,87,10,62,11,70,98,34,0,0,20,95,8
31,77,191834,87,10,58,23,46,98,56,0,0,40,95,9
28,77,204734,87,10,58,91,100,98,34,0,0,40,95,8
45,85,220978,39,9,58,31,46,98,56,0,0,50,95,8
39,77,365739,39,9,58,23,46,98,56,0,0,40,95,9
26,77,50103,87,10,62,82,65,98,34,0,0,40,95,8
38,77,283293,39,9,58,23,46,18,56,0,0,40,95,8
38,85,194534,60,14,58,79,46,18,56,99999,0,60,95,9
19,77,263338,39,9,62,41,70,98,56,0,0,20,95,8
36,10,504871,39,9,58,10,46,98,56,0,0,40,95,9
30,77,348592,39,9,58,55,46,98,56,0,0,44,95,8
28,77,173944,60,14,58,79,46,98,56,0,0,40,95,9
53,77,226135,7,5,62,23,65,18,56,0,0,40,51,8
32,77,172375,17,13,62,79,65,98,56,0,0,38,95,8
57,84,127728,78,15,58,79,46,98,56,15024,0,60,95,9
47,77,347025,60,14,25,79,65,98,34,0,0,40,95,8
36,77,191335,87,10,58,23,46,98,56,0,0,56,95,8
21,77,247779,2,7,62,82,70,98,34,0,0,38,95,8
25,89,262664,17,13,58,80,46,98,56,0,0,40,95,9
37,77,95855,39,9,25,80,96,98,34,0,0,40,95,8
31,77,74501,39,9,25,68,96,98,34,0,0,30,95,8
43,77,245317,39,9,58,93,46,98,56,0,0,50,95,8
61,77,29059,39,9,25,82,96,98,34,0,2754,25,95,8
56,77,200316,87,10,58,11,46,98,56,0,0,35,95,8
35,77,198341,17,13,58,31,46,14,56,0,0,40,10,8
59,77,100453,6,4,86,68,70,18,34,0,0,38,95,8
44,85,343190,87,10,58,23,46,98,56,0,1887,55,95,9
47,77,235683,60,14,25,79,96,98,34,0,0,40,95,8
44,77,83237,17,13,58,79,46,98,56,0,0,55,95,9
64,77,88470,87,10,58,68,46,98,56,0,0,40,95,8
26,77,198801,39,9,58,23,46,98,56,0,0,45,95,8
53,77,168107,17,13,58,31,46,98,56,0,0,40,95,9
50,77,196193,17,13,58,23,46,98,56,0,0,40,10,8
30,10,205418,39,9,58,10,100,98,34,0,0,20,95,8
46,77,695411,39,9,25,11,65,98,34,0,0,44,95,8
45,84,139268,39,9,58,82,46,98,56,0,0,50,95,9
44,33,192771,39,9,62,11,96,98,34,0,0,40,95,8
59,84,122390,87,10,58,31,46,98,56,0,1977,48,95,9
65,84,184965,26,16,58,31,46,98,56,99999,0,40,95,9
23,77,180837,39,9,62,55,70,18,34,0,0,40,95,8
33,77,159548,87,10,25,11,96,18,34,0,0,38,95,8
34,77,110554,39,9,25,82,70,98,34,0,0,35,95,8
38,77,103474,16,11,25,11,96,98,34,0,0,40,95,8
62,77,178249,17,13,58,31,46,98,56,0,0,35,95,9
21,77,138768,87,10,62,82,67,98,56,0,0,40,95,8
41,77,321824,39,9,58,23,46,98,56,0,0,8,95,8
35,77,244803,39,9,62,41,67,98,56,0,0,40,71,8
62,54,206063,87,10,25,68,65,98,56,0,0,45,95,8
53,77,167651,39,9,58,23,46,98,56,0,0,40,95,9
69,89,163689,87,10,58,93,46,98,56,0,0,16,95,8
19,85,45546,87,10,62,82,70,98,34,0,0,16,95,8
47,77,420986,17,13,58,31,46,98,56,0,0,40,95,9
52,84,68015,87,10,58,82,46,98,56,0,0,90,95,9
54,77,175594,39,9,58,23,46,98,56,0,0,40,95,8
58,10,148673,39,9,58,10,46,98,56,0,0,10,95,8
30,77,206322,39,9,58,93,46,98,56,0,0,73,95,9
39,77,272338,39,9,58,11,100,98,34,0,0,25,95,8
73,77,105886,17,13,58,79,46,98,56,1173,0,75,95,8
64,77,312498,17,13,58,82,46,98,56,0,0,40,95,8
32,77,177675,39,9,62,23,70,98,56,0,0,40,95,8
51,77,152810,39,9,58,79,46,98,56,0,0,40,95,9
57,77,319122,17,13,62,82,65,98,56,0,0,40,95,8
25,77,212304,39,9,62,55,96,98,56,0,0,40,95,8
53,77,208321,39,9,58,68,46,18,56,0,1740,40,95,8
39,77,240841,87,10,62,68,65,98,34,0,0,25,95,8
49,77,208978,39,9,25,11,96,98,34,0,0,16,95,8
23,54,442359,17,13,62,79,65,98,34,0,1092,40,95,8
28,77,198197,17,13,62,79,65,98,56,0,0,55,95,9
46,77,261059,60,14,58,79,46,98,56,0,1977,50,95,9
40,77,72791,87,10,62,23,70,18,56,0,0,40,95,8
24,77,275395,39,9,58,55,46,98,56,0,0,50,95,8
20,10,195767,39,9,62,10,70,98,56,0,0,40,95,8
50,77,462966,1,6,58,68,46,98,56,0,0,8,29,8
24,10,265434,17,13,62,10,65,98,34,0,0,40,95,8
35,77,31269,39,9,58,31,46,98,56,0,0,40,95,8
33,54,246291,17,13,62,79,65,98,34,0,0,46,95,8
54,33,128378,17,13,25,31,65,98,56,0,0,40,95,8
35,54,231180,39,9,58,93,46,98,56,0,0,45,95,8
31,54,206297,39,9,58,80,46,98,56,0,0,40,95,9
47,84,337050,87,10,58,32,46,98,56,0,0,40,95,8
48,77,193075,39,9,25,82,70,98,34,0,0,20,95,8
33,54,169652,16,11,62,11,70,98,56,0,1669,55,95,8
35,77,35945,17,13,58,31,46,98,56,0,0,40,95,9
20,10,141453,87,10,62,10,70,98,34,0,0,10,95,8
36,77,252231,75,1,62,55,65,18,56,0,0,40,81,8
30,77,128016,17,13,62,31,65,98,34,0,0,55,95,8
39,77,150057,87,10,58,23,46,98,56,0,0,55,95,9
25,77,258276,87,10,62,41,65,12,56,0,0,40,95,8
40,77,188465,39,9,25,68,65,98,34,0,0,35,95,8
25,84,161007,39,9,58,31,46,98,56,0,0,40,95,8
33,77,403468,39,9,58,55,100,98,34,0,0,40,61,8
53,33,181677,87,10,25,41,65,98,56,0,0,40,95,8
18,77,120243,2,7,62,68,70,98,56,0,0,10,95,8
41,77,157025,39,9,62,55,96,18,56,0,0,40,95,8
25,77,306908,17,13,58,79,46,98,56,0,0,50,95,8
66,85,28061,6,4,99,32,96,98,56,0,0,50,95,8
53,77,95540,87,10,25,11,96,98,34,1471,0,40,95,8
27,77,135001,39,9,58,23,46,98,56,0,0,40,95,8
28,77,293398,39,9,86,82,96,18,34,0,0,40,95,8
23,77,185106,39,9,62,41,70,18,56,0,0,40,95,8
29,85,245790,1,6,25,23,65,98,56,0,0,80,95,8
26,77,134004,87,10,58,31,100,98,34,0,0,40,95,8
26,77,205036,39,9,62,41,65,98,56,0,0,42,95,8
26,77,244495,7,5,62,68,65,98,56,0,0,35,95,8
38,77,159179,39,9,58,23,46,98,56,0,0,40,95,8
36,77,405155,5,3,58,23,46,98,56,0,0,40,61,8
34,77,177437,87,10,58,23,46,98,56,15024,0,45,95,9
32,33,402361,39,9,62,11,65,98,56,0,0,40,95,8
57,85,184553,39,9,58,23,46,98,56,0,0,50,95,9
31,77,302626,87,10,25,11,96,98,34,0,0,40,95,8
38,77,99138,17,13,62,31,65,98,34,0,0,38,95,8
39,77,112731,39,9,25,68,65,66,34,0,0,40,27,8
35,77,192923,39,9,58,23,46,98,56,0,2377,40,95,8
18,77,761006,2,7,62,68,70,98,34,0,0,20,95,8
75,10,125784,87,10,58,10,46,98,56,0,0,8,95,8
28,77,182344,39,9,62,68,65,18,56,0,0,40,95,8
41,85,117012,60,14,62,31,65,98,34,0,0,55,95,8
39,33,30673,7,5,58,55,46,98,56,0,0,40,95,9
31,33,484669,87,10,62,91,65,98,56,0,0,40,95,8
38,89,314052,39,9,25,11,65,98,34,0,0,38,95,8
43,89,38537,87,10,25,31,96,18,34,0,0,38,10,8
27,77,165412,39,9,58,23,46,98,56,0,0,40,95,8
42,77,198341,60,14,58,79,46,14,56,0,1902,55,47,9
46,77,116635,17,13,86,79,96,18,34,0,0,36,95,8
20,77,185452,39,9,62,11,70,98,34,0,0,40,95,8
42,77,118686,87,10,25,79,96,98,34,0,0,20,95,8
69,77,76939,39,9,99,31,65,98,34,0,0,40,95,8
47,33,160646,16,11,58,11,100,98,34,0,0,35,95,8
49,89,126754,39,9,58,23,46,98,56,0,0,40,74,8
20,77,211049,87,10,62,31,70,98,34,0,0,30,95,8
52,77,311931,5,3,58,82,100,98,34,0,0,15,29,8
33,77,283602,5,3,58,68,46,98,56,0,0,59,61,8
18,77,155021,2,7,62,68,70,98,34,0,0,6,95,8
55,85,100569,39,9,86,32,96,98,34,0,0,55,95,8
61,77,380462,6,4,58,32,46,18,56,0,0,40,95,8
61,33,221943,87,10,58,11,46,98,56,9386,0,40,95,9
39,77,114544,17,13,25,31,65,98,56,0,0,45,95,9
30,77,248584,87,10,58,23,46,98,56,0,0,40,95,8
61,77,227468,39,9,25,11,96,18,34,0,0,40,95,8
36,77,66173,15,12,58,82,100,98,34,0,0,15,95,8
34,77,107624,87,10,58,23,46,98,56,0,0,50,95,8
53,77,70387,60,14,58,79,46,14,56,4386,0,40,47,9
38,77,423616,16,11,58,91,100,98,34,0,0,36,95,9
46,77,98637,17,13,58,31,46,98,56,7298,0,50,95,9
27,54,216013,39,9,58,41,46,98,56,0,0,40,95,8
32,85,210926,2,7,86,41,96,98,34,0,0,40,64,8
60,54,255711,17,13,99,79,96,98,34,0,0,60,95,9
23,77,77581,17,13,62,31,70,98,56,0,0,40,95,8
29,77,152461,17,13,62,79,96,98,34,14344,0,50,95,9
22,77,203263,39,9,62,23,70,98,56,0,0,50,95,8
25,77,261519,39,9,62,82,70,98,56,0,0,35,95,8
29,77,91189,17,13,58,55,46,98,56,0,0,48,95,8
90,33,195433,39,9,58,23,46,98,56,0,0,30,95,8
37,54,272471,39,9,25,11,96,98,34,0,0,40,95,8
32,77,311524,39,9,62,23,70,18,56,0,0,38,95,8
18,77,151386,39,9,59,68,70,18,56,0,0,40,51,8
35,77,187625,87,10,62,68,65,98,34,0,0,65,95,8
50,77,108933,7,5,58,23,46,98,56,2885,0,40,95,8
54,77,135388,39,9,58,23,46,98,56,5178,0,40,95,9
43,77,169383,17,13,58,31,46,98,56,0,0,45,95,9
28,84,191129,39,9,62,31,65,98,56,0,0,65,95,9
51,77,467611,7,5,58,32,46,98,56,0,0,40,61,8
31,77,373185,87,10,62,23,96,98,56,0,0,42,61,8
69,77,130060,39,9,86,93,96,18,34,2387,0,40,95,8
57,77,199934,17,13,58,31,46,98,56,0,0,40,95,9
71,10,116165,87,10,99,10,65,98,34,0,0,14,20,8
28,77,42881,1,6,25,55,70,98,34,0,0,40,95,8
28,10,174666,1,6,86,10,65,98,56,0,0,80,95,8
25,77,169759,39,9,62,41,70,98,56,0,0,95,95,8
49,85,181547,15,12,58,23,46,98,56,0,0,30,22,8
52,77,95704,7,5,58,41,46,98,56,0,0,40,95,8
23,77,237432,17,13,62,79,65,98,56,0,0,40,10,8
32,77,226267,5,3,59,23,67,98,56,0,0,40,29,8
31,77,159979,87,10,62,82,65,14,34,0,0,50,95,8
30,77,203488,39,9,62,23,70,98,56,0,0,50,95,8
24,77,403671,39,9,58,23,46,98,56,0,0,60,95,8
45,77,192323,15,12,58,23,46,98,56,0,0,66,102,8
30,77,167832,39,9,58,55,46,98,56,0,0,40,95,8
52,77,145166,17,13,58,31,46,98,56,15024,0,55,95,9
42,89,155657,39,9,25,11,65,18,34,0,0,25,95,8
49,77,116789,39,9,58,32,46,98,56,0,0,40,95,8
20,77,39234,39,9,62,68,70,98,56,0,0,30,95,8
25,77,124111,17,13,62,11,70,98,34,0,0,40,95,8
41,77,172828,7,5,58,68,46,98,56,0,0,55,69,8
55,77,143372,39,9,25,82,96,18,34,0,0,40,95,8
31,85,265807,16,11,58,31,46,98,56,3137,0,50,95,8
25,89,218184,17,13,62,80,65,18,34,0,0,40,95,8
32,77,154087,39,9,58,31,46,98,56,0,0,40,95,8
29,33,440647,87,10,62,11,67,98,56,0,0,40,95,8
37,77,193952,39,9,25,68,65,18,34,0,0,40,10,8
52,77,125932,6,4,99,68,65,98,34,0,0,40,95,8
19,77,284652,87,10,62,11,70,98,34,0,0,15,95,8
21,10,214635,87,10,62,10,70,98,56,0,0,24,95,8
43,77,173316,15,12,25,23,65,98,56,0,0,40,95,8
39,89,65390,87,10,58,11,46,98,56,0,0,40,10,8
40,84,45054,87,10,58,93,46,98,56,0,0,40,95,9
54,77,185042,4,2,86,76,67,98,34,0,0,40,61,8
35,77,117381,17,13,25,82,65,98,56,0,0,40,95,8
34,77,258666,16,11,62,91,65,98,34,0,1974,40,95,8
35,77,179668,87,10,58,79,46,98,56,0,0,40,95,9
57,77,127277,26,16,58,79,46,14,56,0,0,40,90,9
26,77,192022,17,13,62,68,67,98,34,0,0,40,95,8
55,85,99551,17,13,99,82,96,98,34,0,0,15,95,8
51,77,208899,17,13,86,11,96,98,34,0,0,40,95,8
35,77,287658,15,12,62,93,65,18,56,0,0,30,51,8
31,77,196125,39,9,58,41,46,98,56,0,0,40,95,8
17,77,275051,2,7,62,11,70,98,34,0,0,8,95,8
38,77,23892,39,9,58,55,100,98,34,0,0,40,95,8
39,33,376455,78,15,58,79,46,98,56,0,1887,50,95,9
29,77,267989,39,9,58,23,46,98,56,0,0,45,95,8
39,77,30269,16,11,25,82,96,98,34,0,0,40,95,8
42,77,204235,87,10,58,79,46,98,56,0,0,40,95,9
46,54,209057,60,14,58,31,46,98,56,0,0,50,95,9
73,77,349347,6,4,58,41,46,98,56,0,0,25,95,8
47,54,154033,87,10,25,79,65,98,34,0,1876,40,95,8
28,77,124680,39,9,62,82,96,98,34,0,0,70,95,8
27,77,132805,1,6,62,82,67,98,56,0,1980,40,95,8
38,77,99233,78,15,62,31,65,98,56,0,0,40,95,9
19,77,224849,39,9,62,82,65,98,56,0,0,35,95,8
60,54,101110,16,11,25,79,96,98,56,0,0,40,95,9
24,77,184839,87,10,62,55,65,98,56,0,0,40,95,8
52,77,302847,2,7,58,55,46,98,56,0,0,40,95,8
36,77,181322,17,13,25,31,65,98,34,0,0,45,95,8
26,54,192213,60,14,62,79,65,98,34,0,0,40,20,8
28,89,37250,17,13,62,79,70,98,56,0,0,16,95,8
38,84,140854,17,13,58,23,46,98,56,0,0,50,95,9
47,77,158286,60,14,58,31,46,98,56,0,0,50,95,9
50,77,269095,17,13,25,31,96,98,34,0,0,40,95,9
27,77,279960,39,9,58,82,46,98,56,0,0,40,95,8
47,77,176239,87,10,99,79,96,98,34,0,0,40,95,8
36,77,115360,1,6,58,55,70,98,34,3464,0,40,95,8
49,77,337666,39,9,25,55,65,18,56,0,0,40,95,8
68,10,255276,87,10,58,10,46,98,56,0,0,48,95,9
63,77,145212,39,9,25,31,65,98,34,0,0,40,95,8
36,77,185099,39,9,58,93,46,98,56,0,0,70,95,9
42,77,142756,87,10,25,11,96,98,34,0,0,35,95,8
28,77,156300,60,14,62,31,65,18,34,0,0,45,95,8
68,10,186266,39,9,58,10,100,98,34,0,0,8,95,8
38,77,219137,39,9,58,11,100,98,34,0,0,22,95,8
43,77,110970,17,13,58,79,46,98,56,0,1902,40,95,9
49,77,203067,87,10,58,79,46,98,56,0,0,40,95,9
59,77,148844,39,9,25,55,65,98,34,0,0,40,95,8
25,77,154941,17,13,58,82,46,98,56,0,0,40,95,9
26,77,124111,15,12,62,79,65,98,34,0,0,36,95,8
59,77,157303,87,10,25,79,65,98,34,0,0,48,95,8
34,77,113838,87,10,58,23,46,98,56,0,0,45,95,8
34,77,165737,60,14,58,79,46,14,56,0,0,43,47,9
67,77,140849,39,9,99,68,65,98,34,0,0,24,95,8
45,77,200363,16,11,25,31,65,98,34,0,0,44,95,8
64,77,180247,6,4,58,23,46,18,56,0,0,40,95,8
51,77,82578,60,14,58,79,46,98,56,0,0,38,20,9
31,77,227146,17,13,58,82,46,98,56,0,0,55,95,9
42,84,348886,17,13,58,31,46,98,56,0,0,45,95,9
65,77,90907,5,3,58,68,46,14,56,0,0,40,95,8
23,77,142766,87,10,62,11,65,98,56,0,0,20,95,8
31,77,246439,87,10,58,23,46,98,56,0,0,45,95,8
33,77,184784,1,6,25,55,65,98,34,0,0,40,95,8
17,54,195262,2,7,62,23,70,98,56,0,0,35,95,8
63,77,167967,60,14,58,41,46,98,56,0,0,46,95,8
48,77,145636,39,9,58,55,46,98,56,0,0,60,95,9
45,54,170099,15,12,58,41,46,98,56,0,0,40,95,8
17,77,228253,1,6,62,41,70,98,56,0,0,10,95,8
26,54,205570,39,9,58,23,46,98,56,0,0,40,95,8
38,33,506830,87,10,25,91,96,18,34,0,0,40,95,8
29,77,412435,39,9,58,31,100,98,34,0,0,40,69,8
44,77,163331,87,10,99,11,96,98,34,0,0,32,95,8
43,33,222756,60,14,58,23,46,98,56,0,0,40,95,8
39,89,318918,17,13,58,31,46,98,56,0,0,40,95,8
43,77,105188,39,9,62,68,65,18,56,0,0,40,40,8
23,77,199884,39,9,62,11,96,98,34,0,0,45,95,8
19,77,96483,39,9,62,68,70,14,34,0,0,40,95,8
49,85,192203,7,5,58,23,46,98,56,0,0,40,20,8
52,77,203392,87,10,58,23,46,98,56,5013,0,40,95,8
32,77,99646,39,9,58,93,46,98,56,0,0,50,95,8
38,77,167440,17,13,58,93,46,98,56,4508,0,40,95,8
25,10,210095,5,3,62,10,96,98,34,0,0,25,29,8
44,77,219591,87,10,25,41,70,98,56,0,0,40,95,8
63,77,30270,6,4,58,82,46,98,56,0,0,40,95,8
42,54,226020,39,9,86,68,65,18,34,0,0,60,10,8
21,77,314165,87,10,62,82,70,98,56,0,0,40,22,8
32,77,330715,87,10,58,23,46,98,56,0,0,40,95,8
24,85,35448,39,9,86,68,96,98,34,0,0,50,95,8
50,89,172970,39,9,58,93,46,98,56,0,0,40,81,8
26,84,189502,17,13,58,82,46,98,56,0,0,80,95,9
35,77,61518,39,9,58,31,46,98,56,0,0,35,95,8
31,77,574005,17,13,58,23,46,98,56,0,0,44,95,9
24,77,281356,4,2,62,32,65,66,56,0,0,66,61,8
40,77,138975,39,9,58,23,46,98,56,0,0,56,95,8
31,77,176969,17,13,62,31,65,98,56,0,0,55,95,8
43,77,132393,39,9,62,41,70,98,56,0,0,40,73,8
44,77,194924,39,9,58,82,46,98,56,0,0,35,95,9
40,77,478205,17,13,62,79,67,98,34,0,0,40,95,8
75,10,128224,5,3,58,10,46,98,56,0,0,25,95,8
52,54,30118,87,10,58,80,46,98,56,3137,0,42,95,8
51,85,290688,5,3,58,23,46,98,56,0,0,40,95,8
39,89,85566,17,13,58,79,46,98,56,0,0,40,95,8
40,77,121874,15,12,58,82,46,98,56,7688,0,50,95,9
40,85,29036,87,10,62,55,65,98,56,0,0,35,95,8
33,77,348152,39,9,58,23,46,98,56,0,0,40,95,8
38,54,73715,87,10,58,80,46,98,56,0,0,60,95,9
29,77,151382,16,11,25,41,96,98,56,0,0,50,95,8
37,77,236359,87,10,25,11,65,18,34,0,0,37,95,8
37,77,19899,39,9,58,23,46,98,56,15024,0,45,95,9
19,77,138760,39,9,62,55,70,98,56,0,0,40,95,8
46,54,354962,39,9,58,55,46,18,56,0,0,40,95,8
46,77,181363,15,12,58,31,46,98,56,0,0,40,95,9
37,77,393360,87,10,62,80,70,18,56,0,0,30,95,8
34,77,210736,87,10,86,11,96,18,34,0,0,40,10,8
38,77,110013,87,10,25,11,96,98,34,0,0,43,95,8
26,77,193304,39,9,58,23,46,98,56,0,0,40,95,8
34,77,118551,17,13,62,68,65,98,34,0,0,35,95,8
57,77,201991,17,13,58,79,46,98,56,0,0,40,95,8
33,77,157446,2,7,62,23,65,98,56,0,0,65,95,8
26,54,283217,87,10,62,80,70,98,56,0,0,40,95,8
20,77,247794,39,9,62,82,65,98,34,0,0,84,95,8
